dataset,a,b,omitted_cluster,metric,difference
rectom,subjectesis_direct,answer_only_direct,16581,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,16663,mean_family_accuracy,-0.0003300472887426409
rectom,subjectesis_direct,answer_only_direct,16868,mean_family_accuracy,-0.0017973856209150263
rectom,subjectesis_direct,answer_only_direct,17125,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,17512,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,17911,mean_family_accuracy,-0.0036629042761016084
rectom,subjectesis_direct,answer_only_direct,18692,mean_family_accuracy,-0.001815436025962347
rectom,subjectesis_direct,answer_only_direct,18817,mean_family_accuracy,-0.0017729363659596542
rectom,subjectesis_direct,answer_only_direct,19367,mean_family_accuracy,-0.0018178858259172426
rectom,subjectesis_direct,answer_only_direct,19877,mean_family_accuracy,-0.0018166724167673065
rectom,subjectesis_direct,answer_only_direct,20778,mean_family_accuracy,-0.0017952356381147894
rectom,subjectesis_direct,answer_only_direct,21114,mean_family_accuracy,-0.0017739238552563208
rectom,subjectesis_direct,answer_only_direct,21192,mean_family_accuracy,-0.0033201840894149237
rectom,subjectesis_direct,answer_only_direct,21333,mean_family_accuracy,-0.0017739238552563208
rectom,subjectesis_direct,answer_only_direct,21364,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,21529,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,21941,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,21954,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,21968,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,2252,mean_family_accuracy,-0.0018408941485863473
rectom,subjectesis_direct,answer_only_direct,22918,mean_family_accuracy,-0.0018166724167673065
rectom,subjectesis_direct,answer_only_direct,2349,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,2369,mean_family_accuracy,-0.0018849206349206282
rectom,subjectesis_direct,answer_only_direct,2630,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,3828,mean_family_accuracy,-0.0036492374727669086
rectom,subjectesis_direct,answer_only_direct,4529,mean_family_accuracy,-0.0017973856209151373
rectom,subjectesis_direct,answer_only_direct,4669,mean_family_accuracy,-0.003262598608390732
rectom,subjectesis_direct,answer_only_direct,474,mean_family_accuracy,-0.0018849206349205172
rectom,subjectesis_direct,answer_only_direct,5802,mean_family_accuracy,-0.0017748861699142804
rectom,subjectesis_direct,answer_only_direct,5919,mean_family_accuracy,-0.0003472975906230191
rectom,subjectesis_direct,answer_only_direct,6009,mean_family_accuracy,-0.001776732998031938
rectom,subjectesis_direct,answer_only_direct,6325,mean_family_accuracy,-0.00219600131104547
rectom,subjectesis_direct,answer_only_direct,6708,mean_family_accuracy,-0.0017973856209151373
rectom,subjectesis_direct,answer_only_direct,6778,mean_family_accuracy,0.0015220373863831238
rectom,subjectesis_direct,answer_only_direct,6866,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,6940,mean_family_accuracy,-0.0018178858259172426
rectom,subjectesis_direct,answer_only_direct,7180,mean_family_accuracy,-0.0017739238552564318
rectom,subjectesis_direct,answer_only_direct,7851,mean_family_accuracy,-0.00030954708374064666
rectom,subjectesis_direct,answer_only_direct,8281,mean_family_accuracy,-0.0017963229485666865
rectom,subjectesis_direct,answer_only_direct,8331,mean_family_accuracy,-0.0017758227435646923
rectom,subjectesis_direct,answer_only_direct,9336,mean_family_accuracy,-0.0036413413987512744
rectom,subjectesis_direct,answer_only_direct,9693,mean_family_accuracy,-0.0017952356381147894
rectom,subjectesis_no_review,subjectesis_direct,10336,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,10597,mean_family_accuracy,-0.0025938788799652057
rectom,subjectesis_no_review,subjectesis_direct,10695,mean_family_accuracy,-0.00264716241799845
rectom,subjectesis_no_review,subjectesis_direct,10972,mean_family_accuracy,-0.0026230042359074446
rectom,subjectesis_no_review,subjectesis_direct,11107,mean_family_accuracy,-0.0025852028431788687
rectom,subjectesis_no_review,subjectesis_direct,11245,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,11616,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,11788,mean_family_accuracy,-0.0026196034555097114
rectom,subjectesis_no_review,subjectesis_direct,11854,mean_family_accuracy,-0.002579053599461867
rectom,subjectesis_no_review,subjectesis_direct,12138,mean_family_accuracy,-0.0025938788799650947
rectom,subjectesis_no_review,subjectesis_direct,13013,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,13240,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,13526,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,13715,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,13787,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,13964,mean_family_accuracy,-0.0026230042359074446
rectom,subjectesis_no_review,subjectesis_direct,14045,mean_family_accuracy,-0.0025938788799650947
rectom,subjectesis_no_review,subjectesis_direct,14087,mean_family_accuracy,-0.0026143790849672
rectom,subjectesis_no_review,subjectesis_direct,14197,mean_family_accuracy,-0.004068779690729496
rectom,subjectesis_no_review,subjectesis_direct,14849,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,14887,mean_family_accuracy,-0.002590729274165815
rectom,subjectesis_no_review,subjectesis_direct,1495,mean_family_accuracy,-0.000772763401925225
rectom,subjectesis_no_review,subjectesis_direct,1507,mean_family_accuracy,-0.0025852028431789797
rectom,subjectesis_no_review,subjectesis_direct,1509,mean_family_accuracy,-0.0025648533749783597
rectom,subjectesis_no_review,subjectesis_direct,16354,mean_family_accuracy,-0.0026230042359074446
rectom,subjectesis_no_review,subjectesis_direct,16581,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,16663,mean_family_accuracy,-0.004068779690729496
rectom,subjectesis_no_review,subjectesis_direct,16868,mean_family_accuracy,-0.002614379084967311
rectom,subjectesis_no_review,subjectesis_direct,17125,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,17512,mean_family_accuracy,-0.002611078742366435
rectom,subjectesis_no_review,subjectesis_direct,17911,mean_family_accuracy,-0.0025938788799650947
rectom,subjectesis_no_review,subjectesis_direct,18692,mean_family_accuracy,-0.0025705288863183684
rectom,subjectesis_no_review,subjectesis_direct,18817,mean_family_accuracy,-0.0025875287503194233
rectom,subjectesis_no_review,subjectesis_direct,19367,mean_family_accuracy,-0.0025938788799650947
rectom,subjectesis_no_review,subjectesis_direct,19877,mean_family_accuracy,-0.0025821545627048303
rectom,subjectesis_no_review,subjectesis_direct,20778,mean_family_accuracy,-0.002590729274165815
rectom,subjectesis_no_review,subjectesis_direct,21114,mean_family_accuracy,-0.0025992539873092024
rectom,subjectesis_no_review,subjectesis_direct,21192,mean_family_accuracy,-0.002596975673898716
rectom,subjectesis_no_review,subjectesis_direct,21333,mean_family_accuracy,-0.0025992539873092024
rectom,subjectesis_no_review,subjectesis_direct,21364,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,21529,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,21941,mean_family_accuracy,-0.0007574855807209735
rectom,subjectesis_no_review,subjectesis_direct,21954,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,21968,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,2252,mean_family_accuracy,-0.002596975673898827
rectom,subjectesis_no_review,subjectesis_direct,22918,mean_family_accuracy,-0.0025821545627048303
rectom,subjectesis_no_review,subjectesis_direct,2349,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,2369,mean_family_accuracy,-0.00257936507936507
rectom,subjectesis_no_review,subjectesis_direct,2630,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,3828,mean_family_accuracy,-0.002614379084967311
rectom,subjectesis_no_review,subjectesis_direct,4529,mean_family_accuracy,-0.0026143790849672
rectom,subjectesis_no_review,subjectesis_direct,4669,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,474,mean_family_accuracy,-0.00257936507936507
rectom,subjectesis_no_review,subjectesis_direct,5802,mean_family_accuracy,-0.002611078742366324
rectom,subjectesis_no_review,subjectesis_direct,5919,mean_family_accuracy,-0.0025938788799652057
rectom,subjectesis_no_review,subjectesis_direct,6009,mean_family_accuracy,-0.0026350317078503993
rectom,subjectesis_no_review,subjectesis_direct,6325,mean_family_accuracy,0.0007210750573581892
rectom,subjectesis_no_review,subjectesis_direct,6708,mean_family_accuracy,-0.0026143790849672
rectom,subjectesis_no_review,subjectesis_direct,6778,mean_family_accuracy,-0.0025992539873092024
rectom,subjectesis_no_review,subjectesis_direct,6866,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,6940,mean_family_accuracy,-0.0025938788799650947
rectom,subjectesis_no_review,subjectesis_direct,7180,mean_family_accuracy,-0.0025992539873092024
rectom,subjectesis_no_review,subjectesis_direct,7851,mean_family_accuracy,-0.00408927989573149
rectom,subjectesis_no_review,subjectesis_direct,8281,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,8331,mean_family_accuracy,-0.0026230042359074446
rectom,subjectesis_no_review,subjectesis_direct,9336,mean_family_accuracy,-0.0026025040309054503
rectom,subjectesis_no_review,subjectesis_direct,9693,mean_family_accuracy,-0.002590729274165815
rectom,subjectesis_review,subjectesis_no_review,10336,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,10597,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,10695,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,10972,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,11107,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,11245,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,11616,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,11788,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,11854,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,12138,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13013,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13240,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13526,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13715,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13787,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,13964,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,14045,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,14087,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,14197,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,14849,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,14887,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,1495,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,1507,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,1509,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,16354,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,16581,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,16663,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,16868,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,17125,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,17512,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,17911,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,18692,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,18817,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,19367,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,19877,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,20778,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21114,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21192,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21333,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21364,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21529,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21941,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21954,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,21968,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,2252,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,22918,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,2349,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,2369,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,2630,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,3828,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,4529,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,4669,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,474,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,5802,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,5919,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6009,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6325,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6708,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6778,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6866,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,6940,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,7180,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,7851,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,8281,mean_family_accuracy,0.0
rectom,subjectesis_review,subjectesis_no_review,8331,mean_family_accuracy,0.0
