record_id,cluster,family,transition,raw_answer_changed,parsed_answer_changed,value_changes,basis_changes,citation_changes,any_state_change,review_calls,initial_finalizer_disagreement,unknown_fields,unsupported_answer_claim_count
belief_153,1509,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_154,1509,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_155,1509,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_156,1509,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_231,2252,belief,right_to_right,False,False,1,1,1,True,3,False,0,0
belief_232,2252,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_233,2252,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_234,2252,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_235,2252,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_236,2252,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_237,2252,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_238,2252,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_259,2349,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_260,2349,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_261,2349,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_262,2349,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_263,2349,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_264,2369,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_265,2369,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_266,2369,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_267,2369,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_268,2369,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_269,2369,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_270,2369,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_271,2369,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_272,2369,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_273,2369,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_280,2630,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,1,0
belief_281,2630,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_282,2630,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_283,2630,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_321,3828,belief,right_to_right,False,False,0,0,0,False,3,True,1,1
belief_322,3828,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_323,3828,belief,right_to_right,False,False,0,0,0,False,3,True,3,2
belief_324,3828,belief,wrong_to_wrong,False,False,1,1,1,True,3,False,2,1
belief_325,3828,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_326,3828,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_350,4529,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_351,4529,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_352,4529,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_353,4529,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_354,4529,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_355,4529,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_356,4669,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_357,4669,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_358,4669,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_359,4669,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_360,4669,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_373,5802,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_374,5802,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_375,5802,belief,right_to_right,False,False,1,1,1,True,3,False,0,0
belief_376,5802,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_377,5919,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_378,5919,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_379,5919,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_380,5919,belief,wrong_to_wrong,False,False,0,0,0,False,3,True,2,1
belief_381,5919,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_382,5919,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_391,6009,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_392,6009,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_393,6009,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_394,6009,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_395,6009,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_396,6009,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_397,6325,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,3,2
belief_398,6325,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_399,6325,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_400,6325,belief,wrong_to_wrong,False,False,1,1,1,True,3,False,1,0
belief_401,6325,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_402,6325,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_403,6325,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,3,2
belief_423,6708,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_424,6708,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_425,6708,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_426,6708,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_427,6708,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_428,6708,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_437,6778,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_438,6778,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,1,0
belief_439,6778,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_468,6866,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_469,6866,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_470,6866,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_471,6866,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_472,6866,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_489,6940,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_490,6940,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_491,6940,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_492,6940,belief,right_to_right,False,False,2,2,2,True,3,False,1,1
belief_493,6940,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_494,6940,belief,right_to_right,False,False,1,1,1,True,3,False,2,2
belief_515,7180,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_516,7180,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_517,7180,belief,wrong_to_wrong,False,False,1,1,1,True,3,False,1,1
belief_591,7851,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_592,7851,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_593,7851,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_594,7851,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_595,7851,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_645,8281,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_646,8281,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_647,8281,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_648,8281,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_649,8281,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_650,8331,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_651,8331,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_652,8331,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_653,8331,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_654,8331,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_724,9336,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_725,9336,belief,right_to_right,False,False,0,0,0,False,3,True,2,1
belief_726,9336,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_727,9336,belief,wrong_to_wrong,False,False,0,0,0,False,3,True,2,1
belief_728,9336,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_776,9693,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_777,9693,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_778,9693,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_779,9693,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_833,10336,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_834,10336,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_835,10336,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_836,10336,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_853,10597,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_854,10597,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_855,10597,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,3,2
belief_856,10597,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_857,10597,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_858,10597,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_877,10695,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_878,10695,belief,right_to_right,False,False,1,1,0,True,3,False,1,1
belief_879,10695,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_880,10695,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_881,10695,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_882,10695,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_883,10695,belief,wrong_to_wrong,False,False,0,0,0,False,3,True,2,1
belief_894,10972,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_895,10972,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_896,10972,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_897,10972,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_898,10972,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_923,11107,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_924,11107,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_925,11107,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_926,11107,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_927,11107,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_928,11107,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_929,11107,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_933,11245,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_934,11245,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_935,11245,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_936,11245,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_973,11616,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_974,11616,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_975,11616,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_976,11616,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_977,11788,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_978,11788,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_979,11788,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_980,11854,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_981,11854,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_982,11854,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_987,12138,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_988,12138,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_989,12138,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_990,12138,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_991,12138,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_992,12138,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_1020,13013,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1021,13013,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1022,13013,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1023,13013,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1033,13240,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1034,13240,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1035,13240,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1036,13240,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1064,13526,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1065,13526,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1066,13526,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1067,13526,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1076,13715,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1077,13715,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1078,13715,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1079,13715,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1080,13715,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1081,13787,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,3,2
belief_1082,13787,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1083,13787,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1084,13787,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1085,13787,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1091,13964,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1092,13964,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1093,13964,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1094,13964,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1095,13964,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1102,14045,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_1103,14045,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1104,14045,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1105,14045,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1106,14045,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1107,14045,belief,right_to_right,False,False,1,1,1,True,3,False,2,2
belief_1108,14087,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1109,14087,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1110,14087,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_1111,14087,belief,right_to_right,False,False,1,1,1,True,3,False,3,2
belief_1112,14087,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1113,14087,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1135,14197,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_1136,14197,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_1137,14197,belief,right_to_right,False,False,0,0,0,False,3,True,3,2
belief_1138,14197,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1139,14197,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1212,14849,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1213,14849,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1214,14849,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1215,14849,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1216,14849,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1217,14887,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1218,14887,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1219,14887,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1220,14887,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1269,16354,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1270,16354,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1271,16354,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1272,16354,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1273,16354,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_1278,16581,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1279,16581,belief,right_to_right,False,False,1,1,1,True,3,False,2,2
belief_1280,16581,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1281,16581,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1282,16581,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1283,16663,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1284,16663,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1285,16663,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1286,16663,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1287,16663,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1316,16868,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1317,16868,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1318,16868,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_1319,16868,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_1320,16868,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1321,16868,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1345,17125,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1346,17125,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1347,17125,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1348,17125,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1357,17512,belief,wrong_to_wrong,False,False,0,0,0,False,3,True,2,1
belief_1358,17512,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1359,17512,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1360,17512,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1417,17911,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1418,17911,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1419,17911,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1420,17911,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1421,17911,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_1422,17911,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1460,18692,belief,right_to_right,False,False,2,2,2,True,3,False,1,1
belief_1461,18692,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1462,18692,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1463,18692,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1469,18817,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1470,18817,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1526,19367,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1527,19367,belief,right_to_right,False,False,2,1,1,True,3,False,2,1
belief_1528,19367,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1529,19367,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1530,19367,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_1531,19367,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1571,19877,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1572,19877,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1573,19877,belief,right_to_right,False,False,1,1,1,True,3,False,2,1
belief_1574,19877,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1575,19877,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1592,20778,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1593,20778,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1594,20778,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1595,20778,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1609,21114,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1610,21114,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1611,21114,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1612,21192,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_1613,21192,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1614,21192,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1615,21192,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1616,21192,belief,wrong_to_wrong,False,False,0,0,0,False,3,False,2,1
belief_1617,21192,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1618,21192,belief,right_to_right,False,False,0,0,0,False,3,False,3,2
belief_1619,21192,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1620,21333,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1621,21333,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1622,21333,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1631,21364,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1632,21364,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1633,21364,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1634,21364,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1640,21529,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1641,21529,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1642,21529,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1643,21529,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1672,21941,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1673,21941,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1674,21941,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1675,21941,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1676,21941,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1677,21954,belief,right_to_right,False,False,1,1,1,True,3,False,1,1
belief_1678,21954,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1679,21954,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1680,21954,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1681,21954,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_1685,21968,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1686,21968,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1687,21968,belief,right_to_right,False,False,0,0,0,False,3,False,1,1
belief_1688,21968,belief,right_to_right,False,False,0,0,0,False,3,False,2,2
belief_1689,21968,belief,right_to_right,False,False,0,0,0,False,3,False,2,1
belief_1746,22918,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1747,22918,belief,right_to_right,False,False,0,0,0,False,3,False,0,0
belief_1748,22918,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
belief_1749,22918,belief,right_to_right,False,False,1,1,1,True,3,False,1,0
belief_1750,22918,belief,right_to_right,False,False,0,0,0,False,3,False,1,0
desire_0,474,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1,474,desire,wrong_to_wrong,False,False,0,0,0,False,1,False,0,0
desire_2,474,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_3,474,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_4,474,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_93,1495,desire,wrong_to_wrong,False,False,0,0,0,False,1,False,1,1
desire_94,1495,desire,wrong_to_wrong,False,False,0,0,0,False,1,False,0,0
desire_95,1495,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_96,1495,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_97,1495,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_98,1495,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_99,1495,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_106,1507,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_107,1507,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_108,1507,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_109,1507,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_110,1509,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_111,1509,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_112,1509,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_163,2252,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
