record_id,field,decision,valid,old_value,new_value,value_changed,claim_changed,citation_changed,withdrawal
belief_124,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_125,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_125,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_125,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_126,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_126,seen,preserve,True,yes,yes,False,False,False,False
belief_126,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_127,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_127,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_127,appraisal,preserve,True,likes,likes,False,False,False,False
belief_128,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_128,seen,preserve,True,no,no,False,False,False,False
belief_128,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_129,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_129,seen,preserve,True,no,no,False,False,False,False
belief_129,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_130,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_130,seen,preserve,True,no,no,False,False,False,False
belief_130,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_131,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_131,seen,preserve,True,no,no,False,False,False,False
belief_131,recommendation_response,revise,True,accepted,unknown,True,True,True,True
belief_143,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_143,seen,preserve,True,yes,yes,False,False,False,False
belief_143,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_144,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_144,seen,preserve,True,yes,yes,False,False,False,False
belief_144,appraisal,preserve,True,likes,likes,False,False,False,False
belief_145,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_145,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_145,appraisal,preserve,True,likes,likes,False,False,False,False
belief_146,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_146,seen,preserve,True,yes,yes,False,False,False,False
belief_146,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_147,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_147,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_147,appraisal,preserve,True,likes,likes,False,False,False,False
belief_148,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_148,seen,preserve,True,yes,yes,False,False,False,False
belief_148,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_149,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_149,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_149,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_150,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_150,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_150,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_151,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_151,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_151,appraisal,preserve,True,likes,likes,False,False,False,False
belief_152,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_152,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_152,appraisal,preserve,True,likes,likes,False,False,False,False
belief_153,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_153,seen,revise,True,unknown,no,True,True,True,False
belief_153,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_154,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_154,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_154,appraisal,retain_unknown,True,unknown,unknown,False,False,False,False
belief_155,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_155,seen,preserve,True,yes,yes,False,False,False,False
belief_155,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_156,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_156,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_156,appraisal,preserve,True,likes,likes,False,False,False,False
belief_231,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_231,seen,revise,True,yes,unknown,True,True,True,True
belief_231,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_232,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_232,seen,preserve,True,yes,yes,False,False,False,False
belief_232,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_233,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_233,seen,preserve,True,yes,yes,False,False,False,False
belief_233,appraisal,preserve,True,likes,likes,False,False,False,False
belief_234,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_234,seen,preserve,True,yes,yes,False,False,False,False
belief_234,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_235,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_235,seen,preserve,True,yes,yes,False,False,False,False
belief_235,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_236,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_236,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_236,appraisal,preserve,True,likes,likes,False,False,False,False
belief_237,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_237,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_237,appraisal,preserve,True,likes,likes,False,False,False,False
belief_238,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_238,seen,preserve,True,yes,yes,False,False,False,False
belief_238,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_259,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_259,seen,preserve,True,no,no,False,False,False,False
belief_259,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_260,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_260,seen,preserve,True,no,no,False,False,False,False
belief_260,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_261,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_261,seen,preserve,True,yes,yes,False,False,False,False
belief_261,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_262,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_262,seen,preserve,True,no,no,False,False,False,False
belief_262,appraisal,retain_unknown,True,unknown,unknown,False,False,False,False
belief_263,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_263,seen,preserve,True,yes,yes,False,False,False,False
belief_263,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_264,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_264,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_264,appraisal,preserve,True,likes,likes,False,False,False,False
belief_265,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_265,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_265,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_266,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_266,seen,preserve,True,yes,yes,False,False,False,False
belief_266,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_267,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_267,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_267,appraisal,preserve,True,likes,likes,False,False,False,False
belief_268,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_268,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_268,appraisal,preserve,True,likes,likes,False,False,False,False
belief_269,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_269,seen,preserve,True,no,no,False,False,False,False
belief_269,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_270,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_270,seen,preserve,True,yes,yes,False,False,False,False
belief_270,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_271,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_271,seen,revise,True,yes,unknown,True,True,True,True
belief_271,appraisal,preserve,True,likes,likes,False,False,False,False
belief_272,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_272,seen,preserve,True,yes,yes,False,False,False,False
belief_272,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_273,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_273,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_273,appraisal,preserve,True,likes,likes,False,False,False,False
belief_280,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_280,seen,preserve,True,no,no,False,False,False,False
belief_280,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_281,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_281,seen,preserve,True,yes,yes,False,False,False,False
belief_281,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_282,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_282,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_282,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_283,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_283,seen,preserve,True,yes,yes,False,False,False,False
belief_283,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_321,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_321,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_321,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_322,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_322,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_322,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_323,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_323,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_323,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_324,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_324,seen,revise,True,unknown,no,True,True,True,False
belief_324,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_325,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_325,seen,revise,True,yes,unknown,True,True,True,True
belief_325,appraisal,preserve,True,likes,likes,False,False,False,False
belief_326,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_326,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_326,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_350,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_350,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_350,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_351,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_351,seen,preserve,True,yes,yes,False,False,False,False
belief_351,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_352,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_352,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_352,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_353,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_353,seen,preserve,True,yes,yes,False,False,False,False
belief_353,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_354,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_354,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_354,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_355,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_355,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_355,appraisal,preserve,True,likes,likes,False,False,False,False
belief_356,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_356,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_356,appraisal,preserve,True,likes,likes,False,False,False,False
belief_357,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_357,seen,preserve,True,yes,yes,False,False,False,False
belief_357,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_358,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_358,seen,preserve,True,yes,yes,False,False,False,False
belief_358,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_359,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_359,seen,revise,True,yes,unknown,True,True,True,True
belief_359,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_360,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_360,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_360,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_373,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_373,seen,preserve,True,yes,yes,False,False,False,False
belief_373,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_374,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_374,seen,preserve,True,no,no,False,False,False,False
belief_374,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_375,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_375,seen,revise,True,yes,unknown,True,True,True,True
belief_375,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_376,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_376,seen,preserve,True,no,no,False,False,False,False
belief_376,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_377,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_377,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_377,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_378,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_378,seen,preserve,True,yes,yes,False,False,False,False
belief_378,appraisal,preserve,True,likes,likes,False,False,False,False
belief_379,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_379,seen,preserve,True,yes,yes,False,False,False,False
belief_379,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_380,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_380,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_380,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_381,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_381,seen,preserve,True,yes,yes,False,False,False,False
belief_381,appraisal,preserve,True,likes,likes,False,False,False,False
belief_382,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_382,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_382,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_391,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_391,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_391,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_392,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_392,seen,preserve,True,yes,yes,False,False,False,False
belief_392,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_393,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_393,seen,preserve,True,no,no,False,False,False,False
belief_393,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_394,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_394,seen,preserve,True,no,no,False,False,False,False
belief_394,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_395,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_395,seen,preserve,True,yes,yes,False,False,False,False
belief_395,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_396,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_396,seen,preserve,True,yes,yes,False,False,False,False
belief_396,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_397,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_397,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_397,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_398,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_398,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_398,appraisal,preserve,True,likes,likes,False,False,False,False
belief_399,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_399,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_399,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_400,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_400,seen,revise,True,yes,unknown,True,True,True,True
belief_400,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_401,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_401,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_401,appraisal,preserve,True,likes,likes,False,False,False,False
belief_402,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_402,seen,preserve,True,yes,yes,False,False,False,False
belief_402,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_403,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_403,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_403,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_423,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_423,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_423,appraisal,preserve,True,likes,likes,False,False,False,False
belief_424,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_424,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_424,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_425,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_425,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_425,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_426,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_426,seen,preserve,True,no,no,False,False,False,False
belief_426,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_427,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_427,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_427,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_428,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_428,seen,preserve,True,yes,yes,False,False,False,False
belief_428,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_437,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_437,seen,preserve,True,yes,yes,False,False,False,False
belief_437,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_438,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_438,seen,preserve,True,no,no,False,False,False,False
belief_438,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_439,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_439,seen,preserve,True,no,no,False,False,False,False
belief_439,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_468,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_468,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_468,appraisal,preserve,True,likes,likes,False,False,False,False
belief_469,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_469,seen,preserve,True,no,no,False,False,False,False
belief_469,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_470,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_470,seen,preserve,True,yes,yes,False,False,False,False
belief_470,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_471,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_471,seen,preserve,True,yes,yes,False,False,False,False
belief_471,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_472,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_472,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_472,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_489,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_489,seen,preserve,True,no,no,False,False,False,False
belief_489,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_490,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_490,seen,preserve,True,no,no,False,False,False,False
belief_490,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_491,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_491,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_491,appraisal,preserve,True,likes,likes,False,False,False,False
belief_492,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_492,seen,revise,True,yes,unknown,True,True,True,True
belief_492,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_493,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_493,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_493,appraisal,preserve,True,likes,likes,False,False,False,False
belief_494,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_494,seen,revise,True,unknown,yes,True,True,True,False
belief_494,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_515,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_515,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_515,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_516,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_516,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_516,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_517,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_517,seen,revise,True,yes,unknown,True,True,True,True
belief_517,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_591,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_591,seen,preserve,True,yes,yes,False,False,False,False
belief_591,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_592,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_592,seen,preserve,True,yes,yes,False,False,False,False
belief_592,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_593,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_593,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_593,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_594,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_594,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_594,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_595,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_595,seen,preserve,True,yes,yes,False,False,False,False
belief_595,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_645,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_645,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_645,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_646,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_646,seen,revise,True,yes,unknown,True,True,True,True
belief_646,appraisal,preserve,True,likes,likes,False,False,False,False
belief_647,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_647,seen,preserve,True,yes,yes,False,False,False,False
belief_647,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_648,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_648,seen,preserve,True,yes,yes,False,False,False,False
belief_648,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_649,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_649,seen,preserve,True,yes,yes,False,False,False,False
belief_649,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_650,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_650,seen,preserve,True,no,no,False,False,False,False
belief_650,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_651,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_651,seen,preserve,True,no,no,False,False,False,False
belief_651,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_652,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_652,seen,preserve,True,yes,yes,False,False,False,False
belief_652,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_653,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_653,seen,preserve,True,yes,yes,False,False,False,False
belief_653,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_654,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_654,seen,preserve,True,yes,yes,False,False,False,False
belief_654,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_724,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_724,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_724,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_725,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_725,seen,preserve,True,no,no,False,False,False,False
belief_725,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_726,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_726,seen,preserve,True,yes,yes,False,False,False,False
belief_726,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_727,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_727,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_727,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_728,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_728,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_728,appraisal,preserve,True,likes,likes,False,False,False,False
belief_776,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_776,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_776,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_777,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_777,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_777,appraisal,preserve,True,likes,likes,False,False,False,False
belief_778,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_778,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_778,appraisal,preserve,True,likes,likes,False,False,False,False
belief_779,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_779,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_779,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_833,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_833,seen,retain_unknown,True,unknown,unknown,False,False,False,False
