record_id,cluster,family,transition,raw_answer_changed,parsed_answer_changed,initial_valid,review_valid,decision,claim_changed,citation_changed,initial_answer_finalizer_disagreement
98132318::multihop_so::0,98132318,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
98132318::multihop_so::1,98132318,multihop_so_fullness,wrong_to_right,True,True,True,True,revise,True,True,True
98132318::multihop_so::2,98132318,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,True
98132318::multihop_so::3,98132318,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
98132318::multihop_so::4,98132318,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
98132318::multihop_so::5,98132318,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
98132318::attitude::0,98132318,attitude,right_to_right,False,False,True,True,revise,False,False,True
61757120::location_cg_fo::0,61757120,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
61757120::location_cg_fo::1,61757120,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
61757120::location_cg_so::0,61757120,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
61757120::location_cg_so::1,61757120,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
61757120::location_fg_fo::0,61757120,location_fg_fo,right_to_right,False,False,True,True,revise,False,False,False
61757120::location_fg_fo::1,61757120,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
61757120::location_fg_fo::2,61757120,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
61757120::location_fg_fo::3,61757120,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
61757120::location_fg_so::0,61757120,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
61757120::location_fg_so::1,61757120,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
61757120::multihop_fo::0,61757120,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
61757120::multihop_fo::1,61757120,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
61757120::multihop_fo::2,61757120,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
61757120::multihop_fo::3,61757120,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
61757120::multihop_fo::4,61757120,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
61757120::multihop_fo::5,61757120,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,False,False,False
61757120::multihop_so::0,61757120,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
61757120::multihop_so::1,61757120,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
61757120::multihop_so::2,61757120,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,True
61757120::multihop_so::3,61757120,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,True
61757120::multihop_so::4,61757120,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
61757120::multihop_so::5,61757120,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
61757120::attitude::0,61757120,attitude,right_to_right,False,False,True,True,revise,True,False,True
90768647::location_cg_fo::0,90768647,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
90768647::location_cg_fo::1,90768647,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
90768647::location_cg_so::0,90768647,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
90768647::location_cg_so::1,90768647,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
90768647::location_fg_fo::0,90768647,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
90768647::location_fg_fo::1,90768647,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
90768647::location_fg_fo::2,90768647,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
90768647::location_fg_fo::3,90768647,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,False
90768647::location_fg_so::0,90768647,location_fg_so,right_to_wrong,True,True,True,True,revise,True,True,True
90768647::location_fg_so::1,90768647,location_fg_so,wrong_to_wrong,False,False,True,True,revise,False,False,True
90768647::multihop_fo::0,90768647,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
90768647::multihop_fo::1,90768647,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,True,True,True
90768647::multihop_fo::2,90768647,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
90768647::multihop_fo::3,90768647,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,True,False
90768647::multihop_fo::4,90768647,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
90768647::multihop_fo::5,90768647,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,False
90768647::multihop_so::0,90768647,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
90768647::multihop_so::1,90768647,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
90768647::multihop_so::2,90768647,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
90768647::multihop_so::3,90768647,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
90768647::multihop_so::4,90768647,multihop_so_accessibility,wrong_to_right,True,True,True,True,revise,True,False,False
90768647::multihop_so::5,90768647,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
90768647::attitude::0,90768647,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,True
32725756::location_cg_fo::0,32725756,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
32725756::location_cg_fo::1,32725756,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
32725756::location_cg_so::0,32725756,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
32725756::location_cg_so::1,32725756,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
32725756::location_fg_fo::0,32725756,location_fg_fo,right_to_right,False,False,True,True,revise,False,False,False
32725756::location_fg_fo::1,32725756,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
32725756::location_fg_fo::2,32725756,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
32725756::location_fg_fo::3,32725756,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
32725756::location_fg_so::0,32725756,location_fg_so,wrong_to_wrong,True,False,True,True,revise,True,False,False
32725756::location_fg_so::1,32725756,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
32725756::multihop_fo::0,32725756,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
32725756::multihop_fo::1,32725756,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
32725756::multihop_fo::2,32725756,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
32725756::multihop_fo::3,32725756,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,True,False
32725756::multihop_fo::4,32725756,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
32725756::multihop_fo::5,32725756,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
32725756::multihop_so::0,32725756,multihop_so_fullness,wrong_to_right,True,True,True,True,revise,True,False,False
32725756::multihop_so::1,32725756,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
32725756::multihop_so::2,32725756,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
32725756::multihop_so::3,32725756,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
32725756::multihop_so::4,32725756,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
32725756::multihop_so::5,32725756,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,True
32725756::attitude::0,32725756,attitude,wrong_to_wrong,False,False,True,True,revise,True,False,False
40349564::location_cg_fo::0,40349564,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
40349564::location_cg_fo::1,40349564,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
40349564::location_cg_so::0,40349564,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
40349564::location_cg_so::1,40349564,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
40349564::location_fg_fo::0,40349564,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,True
40349564::location_fg_fo::1,40349564,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
40349564::location_fg_fo::2,40349564,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
40349564::location_fg_fo::3,40349564,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
40349564::location_fg_so::0,40349564,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
40349564::location_fg_so::1,40349564,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_fo::0,40349564,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
40349564::multihop_fo::1,40349564,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
40349564::multihop_fo::2,40349564,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_fo::3,40349564,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
40349564::multihop_fo::4,40349564,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_fo::5,40349564,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
40349564::multihop_so::0,40349564,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
40349564::multihop_so::1,40349564,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
40349564::multihop_so::2,40349564,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_so::3,40349564,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_so::4,40349564,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
40349564::multihop_so::5,40349564,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
40349564::attitude::0,40349564,attitude,right_to_right,False,False,True,True,revise,True,False,False
43999533::location_cg_fo::0,43999533,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
43999533::location_cg_fo::1,43999533,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_cg_so::0,43999533,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
43999533::location_cg_so::1,43999533,location_cg_so,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_fg_fo::0,43999533,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_fg_fo::1,43999533,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
43999533::location_fg_fo::2,43999533,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_fg_fo::3,43999533,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_fg_so::0,43999533,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
43999533::location_fg_so::1,43999533,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
43999533::multihop_fo::0,43999533,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
43999533::multihop_fo::1,43999533,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
43999533::multihop_fo::2,43999533,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
43999533::multihop_fo::3,43999533,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
43999533::multihop_fo::4,43999533,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
43999533::multihop_fo::5,43999533,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
43999533::multihop_so::0,43999533,multihop_so_fullness,wrong_to_right,True,True,True,True,revise,True,True,True
43999533::multihop_so::1,43999533,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,False
43999533::multihop_so::2,43999533,multihop_so_fullness,right_to_right,False,False,True,True,revise,True,True,True
43999533::multihop_so::3,43999533,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
43999533::multihop_so::4,43999533,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,True
43999533::multihop_so::5,43999533,multihop_so_accessibility,right_to_wrong,True,True,True,True,revise,True,False,False
43999533::attitude::0,43999533,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,False
86737383::location_cg_fo::0,86737383,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
86737383::location_cg_fo::1,86737383,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
86737383::location_cg_so::0,86737383,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
86737383::location_cg_so::1,86737383,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
86737383::location_fg_fo::0,86737383,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
86737383::location_fg_fo::1,86737383,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
86737383::location_fg_fo::2,86737383,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
86737383::location_fg_fo::3,86737383,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,False
86737383::location_fg_so::0,86737383,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
86737383::location_fg_so::1,86737383,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
86737383::multihop_fo::0,86737383,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
86737383::multihop_fo::1,86737383,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
86737383::multihop_fo::2,86737383,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,True,True,False
86737383::multihop_fo::3,86737383,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,True,True,False
86737383::multihop_fo::4,86737383,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
86737383::multihop_fo::5,86737383,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,False,False,False
86737383::multihop_so::0,86737383,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
86737383::multihop_so::1,86737383,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
86737383::multihop_so::2,86737383,multihop_so_fullness,wrong_to_right,True,True,True,True,revise,True,False,False
86737383::multihop_so::3,86737383,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
86737383::multihop_so::4,86737383,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
86737383::multihop_so::5,86737383,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
86737383::attitude::0,86737383,attitude,right_to_right,False,False,True,True,revise,True,False,False
51542436::location_cg_fo::0,51542436,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
51542436::location_cg_fo::1,51542436,location_cg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
51542436::location_cg_so::0,51542436,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
51542436::location_cg_so::1,51542436,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
51542436::location_fg_fo::0,51542436,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
51542436::location_fg_fo::1,51542436,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
51542436::location_fg_fo::2,51542436,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
51542436::location_fg_fo::3,51542436,location_fg_fo,right_to_right,False,False,True,True,revise,False,False,False
51542436::location_fg_so::0,51542436,location_fg_so,wrong_to_wrong,False,False,True,True,revise,True,True,True
51542436::location_fg_so::1,51542436,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
51542436::multihop_fo::0,51542436,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
51542436::multihop_fo::1,51542436,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
51542436::multihop_fo::2,51542436,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
51542436::multihop_fo::3,51542436,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
51542436::multihop_fo::4,51542436,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
51542436::multihop_fo::5,51542436,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
51542436::multihop_so::0,51542436,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,True,True
51542436::multihop_so::1,51542436,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
51542436::multihop_so::2,51542436,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,True,True
51542436::multihop_so::3,51542436,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
51542436::multihop_so::4,51542436,multihop_so_accessibility,right_to_right,False,False,True,True,revise,False,False,True
51542436::multihop_so::5,51542436,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,True
51542436::attitude::0,51542436,attitude,right_to_right,False,False,True,True,revise,True,True,False
10197775::location_cg_fo::0,10197775,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
10197775::location_cg_fo::1,10197775,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
10197775::location_cg_so::0,10197775,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
10197775::location_cg_so::1,10197775,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
10197775::location_fg_fo::0,10197775,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
10197775::location_fg_fo::1,10197775,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
10197775::location_fg_fo::2,10197775,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
10197775::location_fg_fo::3,10197775,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
10197775::location_fg_so::0,10197775,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
10197775::location_fg_so::1,10197775,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
10197775::multihop_fo::0,10197775,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
10197775::multihop_fo::1,10197775,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
10197775::multihop_fo::2,10197775,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
10197775::multihop_fo::3,10197775,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,True,False
10197775::multihop_fo::4,10197775,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
10197775::multihop_fo::5,10197775,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,True
10197775::multihop_so::0,10197775,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,True,True
10197775::multihop_so::1,10197775,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,True,True
